id,type,attributes_organization_id,attributes_organization_name,attributes_organization_abbreviation,attributes_service_provider_id,attributes_service_provider_name,attributes_collection_id,attributes_collection_name,attributes_collection_year,attributes_collection_quarter,attributes_service_provided,attributes_transaction_point,attributes_channel,attributes_volume_of_customers,attributes_volume_of_customers_provided_survey_opportunity,attributes_volume_of_respondents,attributes_omb_control_number,attributes_federal_register_url,attributes_q1_text,attributes_q1_1,attributes_q1_2,attributes_q1_3,attributes_q1_4,attributes_q1_5,attributes_q1_point_scale,attributes_q2_text,attributes_q2_1,attributes_q2_2,attributes_q2_3,attributes_q2_4,attributes_q2_5,attributes_q2_point_scale,attributes_q3_text,attributes_q3_1,attributes_q3_2,attributes_q3_3,attributes_q3_4,attributes_q3_5,attributes_q3_point_scale,attributes_q4_text,attributes_q4_1,attributes_q4_2,attributes_q4_3,attributes_q4_4,attributes_q4_5,attributes_q4_point_scale,attributes_q5_text,attributes_q5_1,attributes_q5_2,attributes_q5_3,attributes_q5_4,attributes_q5_5,attributes_q5_point_scale,attributes_q6_text,attributes_q6_1,attributes_q6_2,attributes_q6_3,attributes_q6_4,attributes_q6_5,attributes_q6_point_scale,attributes_q7_text,attributes_q7_1,attributes_q7_2,attributes_q7_3,attributes_q7_4,attributes_q7_5,attributes_q7_point_scale,attributes_q8_text,attributes_q8_1,attributes_q8_2,attributes_q8_3,attributes_q8_4,attributes_q8_5,attributes_q8_point_scale,attributes_q9_text,attributes_q9_1,attributes_q9_2,attributes_q9_3,attributes_q9_4,attributes_q9_5,attributes_q9_point_scale,attributes_q10_text,attributes_q10_1,attributes_q10_2,attributes_q10_3,attributes_q10_4,attributes_q10_5,attributes_q10_point_scale,attributes_q11_text,attributes_q11_1,attributes_q11_2,attributes_q11_3,attributes_q11_4,attributes_q11_5,attributes_q11_point_scale,attributes_created_at,attributes_updated_at,attributes_operational_metrics,attributes_service_id,attributes_service_name,attributes_service_slug,service_desc,service_provider_desc
11,omb_cx_reporting_collections,2129,Department of Veterans Affairs,VA,22,Veterans Benefits Administration,8,CX Quarterly Reporting,2021,2,VBA Education Call Center,CX data is collected using an online transactional survey disseminated three times a week within 2-5 days after callers have interacted with the call center.,computer,433452.0,31765.0,1320,2900-0770 ,https://www.reginfo.gov/public/do/PRAViewIC?ref_nbr=201710-2900-001&icID=233695,I am satisfied with the service I received from the VA Call Center,124,61,84,173,878,4.23,I trust VA to fulfill our country’s commitment to Veterans.,105,69,171,272,703,4.06,The phone representative answered my question on the issue I recently called about.,95,55,69,177,924,4.35,The information provided by the phone representative was explained in terms I could understand.,71,35,67,218,929,4.44,The length of time it took to get connected to a phone representative was reasonable.,107,68,110,324,712,4.11,The information provided during the call helped me feel that I have a better understanding of my issue and next steps.,129,60,83,195,852,4.2,The phone representative treated me with courtesy and respect.,40,24,43,159,1054,4.64,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2021-05-14T12:16:33.353Z,2021-08-04T19:41:38.849Z,,26,Contacting the Benefits Administration contact center,va-vba,VBA sends surveys to those who interact with its call centers. ,"The Veterans Benefits Administration (VBA) serves over 5.5 million Veterans across 56 regional offices with personalized benefits and services related to education, life insurance, home loan guaranty, and employment. In 2020, VBA guaranteed 1.2 million home loans and provided Post-9/11 GI Bill payments to over 600,000 beneficiaries."
12,omb_cx_reporting_collections,2129,Department of Veterans Affairs,VA,22,Veterans Benefits Administration,8,CX Quarterly Reporting,2021,2,VBA Nation Call Center,CX data is collected using an online transactional survey disseminated three times a week within 2-5 days after callers have interacted with the call center.,computer,1818527.0,99381.0,10186,2900-0770 ,https://www.reginfo.gov/public/do/PRAViewIC?ref_nbr=201710-2900-001&icID=233695,I am satisfied with the service I received from the VA Call Center,971,613,944,2168,5490,4.04,I trust VA to fulfill our country’s commitment to Veterans.,919,651,1447,2537,4632,3.91,The phone representative answered my question on the issue I recently called about.,776,657,768,2246,5739,4.13,The information provided by the phone representative was explained in terms I could understand.,542,434,717,2672,5821,4.26,The length of time it took to get connected to a phone representative was reasonable.,647,556,1041,3293,4650,4.05,The information provided during the call helped me feel that I have a better understanding of my issue and next steps.,1101,718,1002,2226,5139,3.94,The phone representative treated me with courtesy and respect.,316,193,491,2005,7181,4.53,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2021-05-14T12:36:28.362Z,2021-08-04T19:42:18.730Z,,26,Contacting the Benefits Administration contact center,va-vba,VBA sends surveys to those who interact with its call centers. ,"The Veterans Benefits Administration (VBA) serves over 5.5 million Veterans across 56 regional offices with personalized benefits and services related to education, life insurance, home loan guaranty, and employment. In 2020, VBA guaranteed 1.2 million home loans and provided Post-9/11 GI Bill payments to over 600,000 beneficiaries."
13,omb_cx_reporting_collections,2129,Department of Veterans Affairs,VA,22,Veterans Benefits Administration,8,CX Quarterly Reporting,2021,2,VBA Insurance Call Center,CX data is collected using an online transactional survey disseminated three times a week within 2-5 days after callers have interacted with the call center.,computer,115197.0,5163.0,507,2900-0770,https://www.reginfo.gov/public/do/PRAViewIC?ref_nbr=201710-2900-001&icID=233695,I am satisfied with the service I received from the VA Call Center,33,23,35,107,309,4.25,I trust VA to fulfill our country’s commitment to Veterans.,23,26,53,130,276,4.2,The phone representative answered my question on the issue I recently called about.,20,22,26,120,319,4.37,The information provided by the phone representative was explained in terms I could understand.,17,17,30,122,321,4.41,The length of time it took to get connected to a phone representative was reasonable.,20,25,48,152,263,4.21,The information provided during the call helped me feel that I have a better understanding of my issue and next steps.,31,24,45,112,295,4.21,The phone representative treated me with courtesy and respect.,13,9,23,97,364,4.56,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2021-05-14T12:41:33.992Z,2021-08-04T19:42:24.182Z,,26,Contacting the Benefits Administration contact center,va-vba,VBA sends surveys to those who interact with its call centers. ,"The Veterans Benefits Administration (VBA) serves over 5.5 million Veterans across 56 regional offices with personalized benefits and services related to education, life insurance, home loan guaranty, and employment. In 2020, VBA guaranteed 1.2 million home loans and provided Post-9/11 GI Bill payments to over 600,000 beneficiaries."
14,omb_cx_reporting_collections,2129,Department of Veterans Affairs,VA,22,Veterans Benefits Administration,8,CX Quarterly Reporting,2021,2,VBA Education Service Enrolling in School,CX data is collected using an online transactional survey disseminated three times a week within 2-5 days after callers have interacted with the call center.,,274402.0,26447.0,1461,2900-0770,https://www.reginfo.gov/public/do/PRAViewIC?ref_nbr=201710-2900-001&icID=233695,I was satisfied with the assistance I received from my school when submitting my Certificate of Eligibility.,47,50,89,378,896,4.39,I trust VA to effectively administer my education benefits.,77,81,161,439,704,4.1,I found the VA websites helpful in informing me about my education benefits.,53,120,245,464,578,3.95,I understood how to submit my Certificate of Eligibility to my school.,30,51,105,497,778,4.33,,0,0,0,0,0,,"After enrolling in school, I know how and when I will receive my benefits.",95,175,177,439,575,3.84,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2021-05-14T13:16:23.965Z,2021-08-04T19:41:33.690Z,,26,Contacting the Benefits Administration contact center,va-vba,VBA sends surveys to those who interact with its call centers. ,"The Veterans Benefits Administration (VBA) serves over 5.5 million Veterans across 56 regional offices with personalized benefits and services related to education, life insurance, home loan guaranty, and employment. In 2020, VBA guaranteed 1.2 million home loans and provided Post-9/11 GI Bill payments to over 600,000 beneficiaries."
16,omb_cx_reporting_collections,2139,Department of Homeland Security,DHS,27,Transportation Security Administration,9,CX Quarterly Reporting,2021,2,TSA Contact Center (TCC) - Phone,Follow-up Survey after Phone Interaction with TSA Contact Center,automated_phone,88343.0,88343.0,5065,1652-0058,https://www.reginfo.gov/public/do/PRAViewICR?ref_nbr=201909-1652-003,I am satisfied with my experience with the TSA Contact Center,196,102,151,404,4212,4.65,This interaction increased my confidence in TSA,164,88,381,580,3760,4.55,The response provided resolution to my inquiry,242,155,391,427,3714,4.46,It was easy to contact the TSA Contact Center,152,101,194,471,3990,4.64,The agent responded to my inquiry quickly,85,37,124,330,4307,4.79,I easily understood the response I received,230,200,401,680,3356,4.38,"The Contact Center was professional, courteous, and friendly",50,16,44,132,4609,4.9,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2021-05-14T16:50:35.785Z,2021-08-04T19:51:52.066Z,,20,Contacting the TSA contact center,dhs-tsa,The TSA Contact Center presents the opportunity to provide feedback to all people who call or email their contact center.,"The Transportation Security Administration (TSA) is responsible for protecting the nation’s transportation systems to ensure freedom of movement for people and commerce. Within TSA, Domestic Aviation Operations is responsible for nearly 440 Federalized airports, screening more than 2 million passengers daily and 750 million every year and Surface Operations secures a wide U.S. transportation network of roadways, railroad tracks, tunnels, ports, and pipelines."
17,omb_cx_reporting_collections,2139,Department of Homeland Security,DHS,27,Transportation Security Administration,9,CX Quarterly Reporting,2021,2,TSA Contact Center (TCC) - Email,Follow-up Survey after Email Interaction with TSA Contact Center,email,19322.0,5219.0,850,1652-0058,https://www.reginfo.gov/public/do/PRAViewICR?ref_nbr=201909-1652-003, I am satisfied with my experience with the TSA Contact Center,245,142,101,157,205,2.92,This interaction increased my confidence in TSA,237,127,171,172,143,2.83,The response provided resolution to my inquiry,323,123,102,123,179,2.66,It was easy to contact the TSA Contact Center,145,46,114,271,274,3.57,The agent responded to my inquiry quickly,171,94,124,253,208,3.27,I easily understood the response I received,102,59,111,353,225,3.64,"The Contact Center was professional, courteous, and friendly",81,43,289,219,218,3.53,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2021-05-14T17:00:30.921Z,2021-08-04T19:51:02.760Z,,20,Contacting the TSA contact center,dhs-tsa,The TSA Contact Center presents the opportunity to provide feedback to all people who call or email their contact center.,"The Transportation Security Administration (TSA) is responsible for protecting the nation’s transportation systems to ensure freedom of movement for people and commerce. Within TSA, Domestic Aviation Operations is responsible for nearly 440 Federalized airports, screening more than 2 million passengers daily and 750 million every year and Surface Operations secures a wide U.S. transportation network of roadways, railroad tracks, tunnels, ports, and pipelines."
18,omb_cx_reporting_collections,2129,Department of Veterans Affairs,VA,22,Veterans Benefits Administration,8,CX Quarterly Reporting,2021,2,VBA Education Applying for Benefits,CX data is collected using an online transactional survey disseminated three times a week within 2-5 days after callers have interacted with the call center.,mobile,478317.0,46929.0,2432,2900-0770,https://www.reginfo.gov/public/do/PRAViewIC?ref_nbr=201710-2900-001&icID=233695, I found the GI Bill Comparison Tool useful when planning my budget for school.,126,146,549,669,942,3.89,I trust VA to effectively administer my education benefits.,170,153,270,792,1047,3.98,I understood how to get information about the status of my education benefits application.,200,288,340,755,848,3.73,I found the process of applying for my benefits to be easy.,139,136,219,884,1054,4.06,"After I submitted my application for benefits, I received my Certificate of Eligibility within the expected time frame.",159,118,218,783,1154,4.09,"After submitting my application, I understood how and when I would receive my benefits.",256,308,355,724,789,3.61,,0,0,0,0,0,,"After submitting my benefits application, I understood the education benefits I was entitled to.",106,158,168,168,854,4.04,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2021-05-14T18:11:20.731Z,2021-08-04T19:41:27.268Z,,26,Contacting the Benefits Administration contact center,va-vba,VBA sends surveys to those who interact with its call centers. ,"The Veterans Benefits Administration (VBA) serves over 5.5 million Veterans across 56 regional offices with personalized benefits and services related to education, life insurance, home loan guaranty, and employment. In 2020, VBA guaranteed 1.2 million home loans and provided Post-9/11 GI Bill payments to over 600,000 beneficiaries."
21,omb_cx_reporting_collections,2130,Department of State,DOS,40,Passport Services,10,CX Quarterly Reporting,2021,2,Passport Services web pages with passport information and forms,Desktop and mobile devices,computer,11896460.0,140802.0,6456,1405-0193,,I am satisfied with the service I received from the Passport Services web pages on Travel.State.Gov..,0,0,0,0,86,5.0,How likely are you to use this site as your primary source of information (likely),0,0,0,0,90,5.0,Desktop and Mobile: Please rate how well the site is organized (very).,0,0,0,0,85,5.0,Desktop and Mobile: Please rate the usefulness of the search tool provided on this site (very).,0,0,0,0,84,5.0,NONE,0,0,0,0,0,,NONE,0,0,0,0,0,,NONE,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2021-05-14T20:21:43.773Z,2021-08-04T19:39:15.510Z,,25,Passport Services,dos-ca,"Passport Services is a directorate within the Bureau of Consular Affairs at the U.S. Department of State. The mission of Passport Services is to facilitate international travel and enhance national security by issuing secure travel documents to U.S. citizens and nationals while providing the highest level of customer service, professionalism, and integrity. It has the most interactions with U.S. citizens than any other bureau with the Department. In Fiscal Year 2018, Passport Services issued 21.1 million passport books and cards. There are currently 127 million valid U.S. passports and 42 percent of all U.S. citizens have a passport. U.S. citizens can apply for their passport at one of the 27 domestic passport agencies or centers or at one of the 7,600 passport acceptance facilities located throughout the U.S. Citizens can also renew their passport conveniently through the mail. The key services offered are information and assistance in applying for, renewing and reporting a lost or stolen passport; the processing of applications and issuance of passports; and 24/7 availability of duty officers to assist customers with life and death emergencies. Customers can receive information on how to apply, access passport application forms, locate a nearby passport acceptance facility and schedule an appointment online at a passport agency by visiting the Department's official website at travel.state.gov.","Passport Services is a directorate within the Bureau of Consular Affairs at the U.S. Department of State. The mission of Passport Services is to facilitate international travel and enhance national security by issuing secure travel documents to U.S. citizens and nationals while providing the highest level of customer service, professionalism, and integrity. It has the most interactions with U.S. citizens than any other bureau with the Department. In Fiscal Year 2018, Passport Services issued 21.1 million passport books and cards. There are currently 127 million valid U.S. passports and 42 percent of all U.S. citizens have a passport. U.S. citizens can apply for their passport at one of the 27 domestic passport agencies or centers or at one of the 7,600 passport acceptance facilities located throughout the U.S. Citizens can also renew their passport conveniently through the mail. The key services offered are information and assistance in applying for, renewing and reporting a lost or stolen passport; the processing of applications and issuance of passports; and 24/7 availability of duty officers to assist customers with life and death emergencies. Customers can receive information on how to apply, access passport application forms, locate a nearby passport acceptance facility and schedule an appointment online at a passport agency by visiting the Department's official website at [travel.state.gov](https://travel.state.gov)."
22,omb_cx_reporting_collections,2133,Small Business Administration,SBA,23,Small Business Administration,11,CX Quarterly Reporting,2021,2,Field Operations,Follow-up Survey upon final approval of new site or reapproval of existing site.,email,532458.0,532458.0,203,,,I am satisfied with the service I received from the SBA.,22,2,2,39,136,4.32,This interaction increased my confidence in the SBA.,22,2,6,41,132,4.28,My need was addressed.,22,4,16,51,110,4.1,It was easy to complete what I needed to do.,20,6,24,53,99,4.01,It took a reasonable amount of time to do what I needed to do.,18,6,26,53,97,4.03,I was treated fairly.,18,2,10,41,130,4.31,Employees I interacted with were helpful.,20,2,6,35,138,4.34,"On a scale of 1 to 10, with 10 being extremely likely, would you refer SBA to a friend of colleague?",20,0,0,0,0,1.0,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2021-05-15T03:09:41.027Z,2021-08-04T19:49:14.946Z,,27,"Accessing information, resources and capital to start a new business",sba-fo,"Many prospective small businesses owners/entrepreneurs come to SBA for assistance as they contemplate starting a new business. Often an individual or group identifies a market need/gap and develops a solution they believe forms the basis of a business model. Other prospective business owners may also identify a franchise or existing business they’re interested in purchasing.

Independent of the new business owner’s circumstances, many seek SBA’s assistance as they develop their plan of action. New business owners need help determining the appropriate business structure for their venture, how to develop a business plan, and identifying/accessing sources of funds to support the creation of their business. Through in-person, online, or phone interactions, customers engage with SBA employees, SBA.gov or SBA’s partner network to get the help they need to move forward.

","Serving the nation’s 31.7 million small business, in 2020, the Small Business Administration distributed more than $29 billion in loans and investments to small businesses, provided business coaching to nearly 750,000 entrepreneurs, distributed more than $195 billion in disaster loans, and assisted with 275 active disaster assistance declarations."
23,omb_cx_reporting_collections,2133,Small Business Administration,SBA,23,Small Business Administration,12,CX Quarterly Reporting,2021,1,Field Operations,Follow-up Survey upon final approval of new site or reapproval of existing site.,email,236258.0,236258.0,204,,,I am satisfied with the service I received from the SBA.,14,0,4,47,137,4.45,This interaction increased my confidence in the SBA.,14,2,6,45,137,4.42,My need was addressed.,16,4,12,49,126,4.28,It was easy to complete what I needed to do.,14,2,22,51,112,4.22,It took a reasonable amount of time to do what I needed to do.,16,6,22,51,108,4.13,I was treated fairly.,12,2,10,43,137,4.43,Employees I interacted with were helpful.,14,12,10,37,145,4.32,"On a scale of 1 to 10, with 10 being extremely likely, would you refer SBA to a friend of colleague?",0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2021-05-15T03:15:27.607Z,2021-08-04T19:49:03.957Z,,27,"Accessing information, resources and capital to start a new business",sba-fo,"Many prospective small businesses owners/entrepreneurs come to SBA for assistance as they contemplate starting a new business. Often an individual or group identifies a market need/gap and develops a solution they believe forms the basis of a business model. Other prospective business owners may also identify a franchise or existing business they’re interested in purchasing.

Independent of the new business owner’s circumstances, many seek SBA’s assistance as they develop their plan of action. New business owners need help determining the appropriate business structure for their venture, how to develop a business plan, and identifying/accessing sources of funds to support the creation of their business. Through in-person, online, or phone interactions, customers engage with SBA employees, SBA.gov or SBA’s partner network to get the help they need to move forward.

","Serving the nation’s 31.7 million small business, in 2020, the Small Business Administration distributed more than $29 billion in loans and investments to small businesses, provided business coaching to nearly 750,000 entrepreneurs, distributed more than $195 billion in disaster loans, and assisted with 275 active disaster assistance declarations."
24,omb_cx_reporting_collections,2119,U.S. Department of Health & Human Services,HHS,19,Centers for Medicare and Medicaid Services,13,CX Quarterly Reporting,2021,2,Online customer service and education for the  Health Insurance Marketplace program via HealthCare.gov,Online survey; link provided at end of the online application,mobile,15344146.0,437205.0,599,0938-1382,,How Satisfied are you with your overall experience on Healthcare.gov? ,84,84,96,162,162,3.4,How confident are you that you could or did enroll in a plan that meets your health and financial needs?,84,54,108,210,144,3.46,Were you able to successfully complete the activity you came to do during your visit today?,144,0,108,0,347,3.68,How easy or difficult was it for you to do the activity you came to do?,138,174,96,138,114,2.87,NONE,0,0,0,0,0,,NONE,0,0,0,0,0,,NONE,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2021-05-15T03:21:13.374Z,2021-08-04T19:22:47.451Z,,23,Searching for health insurance on Healthcare.gov,hhs-marketplace,"The Health Insurance Exchanges (Marketplace) help uninsured people find health coverage. By filling out an application on Healthcare.gov, consumers find out if they qualify for private insurance plans, Medicaid, or the Children’s Health Insurance Program (CHIP). Web,  phone call and post- application satisfaction are measured via survey.",1 in 4 Americans is covered by Medicaid (nearly 80 million) and Children’s Health Insurance Program (CHIP) (6.8 million); more than 60 million Americans are enrolled in Medicare; and 11.4 million consumers selected or were automatically reenrolled in an Exchange plan in 2020.
27,omb_cx_reporting_collections,2119,U.S. Department of Health & Human Services,HHS,19,Centers for Medicare and Medicaid Services,13,CX Quarterly Reporting,2021,2,Federal Marketplace support for Marketplace consumers,Post Call IVR Survey,automated_phone,3508917.0,2557933.0,113803,0938-1382,,Please rate your overall satisfaction with the Health Insurance Marketplace Call Center based on your most recent call,8228,1576,2640,6054,95305,4.57,NONE,0,0,0,0,0,,NONE,0,0,0,0,0,,NONE,0,0,0,0,0,,Are you satisfied with how long it took you to get through to a representative?,8251,0,0,105837,0,3.78,NONE,0,0,0,0,0,,How would  you rate the ability of the customer service representative who just assisted you to answer your questions?,7209,1539,2221,4871,97963,4.62,"If you have used our website, Healthcare.gov, please rate your most recent experience",14635,6231,14215,16876,61847,3.92,How would you rate your interaction with the automated phone system,9040,4409,10454,17463,72437,4.23,How would you rate the customer service representative's knowledge of your coverage options,7200,1483,2772,6174,96174,4.6,,0,0,0,0,0,,2021-05-15T03:24:04.689Z,2021-08-04T19:22:32.475Z,,23,Searching for health insurance on Healthcare.gov,hhs-marketplace,"The Health Insurance Exchanges (Marketplace) help uninsured people find health coverage. By filling out an application on Healthcare.gov, consumers find out if they qualify for private insurance plans, Medicaid, or the Children’s Health Insurance Program (CHIP). Web,  phone call and post- application satisfaction are measured via survey.",1 in 4 Americans is covered by Medicaid (nearly 80 million) and Children’s Health Insurance Program (CHIP) (6.8 million); more than 60 million Americans are enrolled in Medicare; and 11.4 million consumers selected or were automatically reenrolled in an Exchange plan in 2020.
28,omb_cx_reporting_collections,2119,U.S. Department of Health & Human Services,HHS,19,Centers for Medicare and Medicaid Services,14,CX Quarterly Reporting,2021,2,Online customer service and education for the Medicare program via Medicare.gov,Survey displayed to website visitors upon exit from website,computer,9882588.0,2470647.0,74600,0938-1382,,How satisfied are you with your overall experience today on Medicare.gov?,15293,9773,9250,12458,27751,3.37,How likely will you be to return to Medicare.gov if you need information about Medicare in the future?,1768,2387,9250,11078,50086,4.41,Were you able to successfully [action] today?,27781,0,0,46819,0,2.88,How easy would you say it was for you to [action] on Medicare.gov today?,13279,10593,14398,12458,23723,3.31,NONE,0,0,0,0,0,,NONE,0,0,0,0,0,,NONE,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2021-05-15T04:55:52.244Z,2021-08-04T19:23:22.483Z,,24,Asking About Medicare Benefits,hhs-medicare,"Medicare is health insurance for people 65 or older, people under 65 with certain disabilities and people of any age with End-Stage Renal Disease. Medicare.gov provides information and resources for beneficiaries. Contact center phone call and web satisfaction are measured via survey.",1 in 4 Americans is covered by Medicaid (nearly 80 million) and Children’s Health Insurance Program (CHIP) (6.8 million); more than 60 million Americans are enrolled in Medicare; and 11.4 million consumers selected or were automatically reenrolled in an Exchange plan in 2020.
