ID,UUID,Satisfaction,Trust/Confidence,Effectiveness/Quality,UserGroup,Years,Region,Ease/Simplicity,Efficiency/Speed,Equity/Transparency,Helpfulness,FreeText,Created At,Page,Referrer,User Agent
2023-08-27_17:35:06-260,fc2a0275-f855-,4,4,4,Group2,3-4 years,Region4,5,4,4,3,,2022-05-20 14:25:22 UTC,/contact/,https://www.google.com/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36"
2023-08-27_17:35:06-261,7cf36f57-784b-,4,4,4,Group3,3-4 years,Region4,4,5,4,4,,2022-05-20 17:07:20 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2023-08-27_17:35:06-262,6abfe999-aa5a-,4,4,4,Group1,3-4 years,Region2,2,2,2,4,,2022-05-20 23:45:59 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36"
2023-08-27_17:35:06-263,8095224f-a729-,4,3,4,Group3,2-3 years,Region3,3,3,3,3,,2022-05-21 01:06:12 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2023-08-27_17:35:06-264,45100f61-3c70-,4,3,4,Group2,2-3 years,Region3,3,4,3,4,,2022-05-21 15:35:25 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Linux; Android 11; moto g pure) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.88 Mobile Safari/537.36"
2023-08-27_17:35:06-265,9745320a-d7d6-,2,2,3,Group2,1-2 years,Region2,3,3,3,2,,2022-05-23 08:30:51 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:100.0) Gecko/20100101 Firefox/100.0
2023-08-27_17:35:06-266,f48cafcb-aa9d-,4,5,5,Group4,3-4 years,Region2,2,2,2,2,,2022-05-23 14:00:16 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.64 Safari/537.36 Edg/101.0.1210.47"
2023-08-27_17:35:06-267,9a4e83a2-835b-,5,5,3,Group4,2-3 years,Region3,3,3,3,3,,2022-05-23 14:15:18 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Linux; Android 9; SM-N9600) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.61 Mobile Safari/537.36"
2023-08-27_17:35:06-268,ed3a0fa1-1234-,4,4,3,Group2,1-2 years,Region2,2,2,2,2,,2022-05-24 09:23:29 UTC,/contact/,https://resources.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36"
2023-08-27_17:35:06-269,b29950aa-443e-,3,4,4,Group3,2-3 years,Region3,4,2,2,3,,2022-05-25 18:10:03 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36"
2023-08-27_17:35:06-270,3ec227f3-6c95-,4,2,3,Group3,2-3 years,Region3,4,2,4,4,,2022-05-26 05:14:22 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36"
2023-08-27_17:35:06-271,ee311aac-e890-,4,3,4,Group3,2-3 years,Region3,3,3,3,3,,2022-05-26 15:35:32 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36"
2023-08-27_17:35:06-272,1130f339-e9b0-,4,4,4,Group2,4-5 years,Region5,4,4,4,4,,2022-05-26 20:01:52 UTC,/contact/,https://www.bing.com/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36 Edg/101.0.1210.39"
2023-08-27_17:35:06-273,3eda76a2-52f6-,4,4,4,Group3,3-4 years,Region3,1,2,3,3,,2022-05-26 21:46:32 UTC,/contact/,https://beepbeep.gov/search-results/?group=site&q=-aapi%20api%20OR%20%20res_format:api,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Safari/537.36 Edg/100.0.1185.44"
2023-08-27_17:35:06-274,b1800c21-fc26-,4,4,3,Group2,2-3 years,Region2,2,2,2,2,,2022-05-26 23:09:28 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Linux; Android 11; REVVL V+ 5G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.61 Mobile Safari/537.36"
2023-08-27_17:35:06-275,92fda418-c9e7-,4,5,4,Group3,1-2 years,Region2,2,2,2,3,,2022-05-27 11:49:14 UTC,/contact/,https://beepbeep.gov/about/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36"
2023-08-27_17:35:06-276,e2a8b3d8-fc2d-,3,4,3,Group4,2-3 years,Region3,3,4,3,3,,2022-05-27 20:39:58 UTC,/contact/,https://resources.beepbeep.gov/,"Mozilla/5.0 (Linux; Android 11) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/97.0.4692.70 DuckDuckGo/5 Safari/537.36"
2023-08-27_17:35:06-277,4dab635f-7938-,5,4,4,Group4,4-5 years,Region5,2,5,4,4,,2022-05-28 16:01:55 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36"
2023-08-27_17:35:06-278,1f7868c4-fe5d-,4,4,4,Group4,3-4 years,Region3,3,2,1,1,,2022-05-29 19:28:44 UTC,/contact/,https://resources.beepbeep.gov/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15"
2023-08-27_17:35:06-279,6db276cc-849e-,4,4,4,Group3,2-3 years,Region3,2,5,2,3,,2022-05-31 00:43:42 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36"
2023-08-27_17:35:06-280,7e7f81fc-c3c6-,4,4,5,Group3,2-3 years,Region4,2,4,3,2,,2022-05-31 12:20:00 UTC,/contact/,https://beepbeep.gov/about/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36"
2023-08-27_17:35:06-281,c600ee44-9137-,5,4,5,Group4,3-4 years,Region5,4,4,2,3,,2022-05-31 18:59:46 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.62 Safari/537.36"
2023-08-27_17:35:06-282,19ba3c25-578c-,3,4,4,Group3,2-3 years,Region4,4,3,3,3,,2022-06-01 14:55:12 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.64 Safari/537.36 Edg/101.0.1210.53"
2023-08-27_17:35:06-283,3fc5e786-dffd-,4,3,5,Group4,2-3 years,Region2,1,1,1,1,,2022-06-01 20:19:37 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36"
2023-08-27_17:35:06-284,d14ee1dd-abd9-,3,3,3,Group4,2-3 years,Region4,4,3,3,3,,2022-06-01 20:48:43 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.83 Safari/537.36"
2023-08-27_17:35:06-285,c6a32ba9-37cf-,4,4,3,Group2,2-3 years,Region4,2,3,3,4,,2022-06-02 15:44:34 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Linux; Android 9; KFTRWI) AppleWebKit/537.36 (KHTML, like Gecko) Silk/100.2.19 like Chrome/100.0.4896.162 Safari/537.36"
2023-08-27_17:35:06-286,7bfdc752-1f8b-,3,2,3,Group4,2-3 years,Region5,3,3,2,3,,2022-06-02 17:07:27 UTC,/contact/,https://beepbeep.gov/about/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15"
2023-08-27_17:35:06-287,db37587d-d62e-,4,4,5,Group3,2-3 years,Region4,3,4,3,2,,2022-06-02 17:38:53 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.64 Safari/537.36 Edg/101.0.1210.53"
2023-08-27_17:35:06-288,501c2255-077e-,4,4,3,Group4,1-2 years,Region3,1,1,3,3,,2022-06-02 17:57:00 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Linux; Android 7.1.1; CPH1725) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.59 Mobile Safari/537.36"
2023-08-27_17:35:06-289,6a58f7cb-4cb5-,5,4,4,Group5,4-5 years,Region5,5,5,5,5,,2022-06-02 19:02:40 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36"
2023-08-27_17:35:06-290,76293efa-aa7f-,4,4,3,Group4,2-3 years,Region5,3,4,4,4,,2022-06-03 20:30:35 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36 Edg/102.0.1245.30"
2023-08-27_17:35:06-291,e851dc5b-d7da-,4,5,5,Group4,3-4 years,Region3,2,3,2,1,,2022-06-04 13:28:17 UTC,/contact/,https://beepbeep.gov/request/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.105 Safari/537.36"
2023-08-27_17:35:06-292,a9445d17-62c8-,3,4,4,Group1,2-3 years,Region3,1,3,2,1,,2022-06-05 21:00:01 UTC,/contact/,https://beepbeep.gov/labs/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36 Edg/102.0.1245.33"
2023-08-27_17:35:06-293,047e423d-2ceb-,5,5,4,Group4,4-5 years,Region5,3,3,3,4,,2022-06-06 07:14:09 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36"
2023-08-27_17:35:06-294,4976b525-84ed-,4,3,4,Group3,1-2 years,Region2,3,2,2,4,,2022-06-06 17:37:09 UTC,/contact/,https://beepbeep.gov/developers/open-source/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36"
2023-08-27_17:35:06-295,376d494e-38b3-,4,4,3,Group3,2-3 years,Region2,3,4,3,4,,2022-06-07 01:09:59 UTC,/contact/,https://beepbeep.gov/data-policy/,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36 OPR/87.0.4390.36"
2023-08-27_17:35:06-296,be2c492c-d2b8-,3,5,3,Group5,2-3 years,Region3,3,5,5,5,,2022-06-07 05:09:31 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/102.0.5005.87 Mobile/15E148 Safari/604.1"
2023-08-27_17:35:06-297,da313c10-5bb8-,5,5,5,Group3,1-2 years,Region3,2,2,2,2,,2022-06-07 18:09:02 UTC,/contact/,https://www.google.com/,"Mozilla/5.0 (Linux; Android 8.0.0; moto e5 play) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.81 Mobile Safari/537.36"
2023-08-27_17:35:06-298,90ccbeb8-3909-,4,4,4,Group3,2-3 years,Region4,3,3,3,3,,2022-06-08 00:15:47 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36"
2023-08-27_17:35:06-299,b19ddd1c-b5d8-,3,4,4,Group3,3-4 years,Region3,3,4,3,2,,2022-06-08 05:29:09 UTC,/contact/,https://resources.beepbeep.gov/,"Mozilla/5.0 (Linux; Android 12; SM-G781U1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.61 Mobile Safari/537.36"
2023-08-27_17:35:06-300,9b68ce57-ccd7-,4,4,4,Group4,2-3 years,Region3,4,3,2,2,,2022-06-08 17:04:50 UTC,/contact/,nan,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36"
2023-08-27_17:35:06-301,3977dfe7-5a5d-,4,4,4,Group3,3-4 years,Region3,3,4,3,4,,2022-06-08 17:05:08 UTC,/contact/,https://beepbeep.gov/contact/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36"
2023-08-27_17:35:06-302,028db4ea-f320-,2,4,3,Group2,1-2 years,Region2,2,2,2,2,,2022-06-08 17:06:51 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
2023-08-27_17:35:06-303,10ac0918-8ec5-,5,3,3,Group3,2-3 years,Region3,3,3,2,4,,2022-06-08 20:44:32 UTC,/contact/,nan,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36"
2023-08-27_17:35:06-304,f4bc96a3-f9d5-,4,5,4,Group3,3-4 years,Region4,1,4,1,2,,2022-06-09 19:35:51 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36"
2023-08-27_17:35:06-305,5a6ca55a-a022-,4,5,5,Group4,2-3 years,Region4,4,4,4,4,,2022-06-10 21:30:05 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Android 11; Mobile; rv:99.0) Gecko/99.0 Firefox/99.0 YouBrowser/1.0.9
2023-08-27_17:35:06-306,764ad9b6-4dba-,4,4,4,Group4,3-4 years,Region4,3,3,3,4,,2022-06-13 11:25:07 UTC,/contact/,https://resources.beepbeep.gov/,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/101.0  Mobile/15E148 Safari/605.1.15"
2023-08-27_17:35:06-307,c33ecb1a-39fc-,4,5,5,Group3,3-4 years,Region4,4,2,4,4,,2022-06-13 14:22:46 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.115 Safari/537.36"
2023-08-27_17:35:06-308,d0b97d18-ba02-,3,3,2,Group2,1-2 years,Region2,1,1,1,1,,2022-06-13 23:38:34 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36 Edg/102.0.1245.39"
2023-08-27_17:35:06-309,dc2e7a75-bcfe-,3,4,4,Group3,2-3 years,Region3,3,3,3,4,,2022-06-14 15:57:17 UTC,/contact/,https://beepbeep.gov/energy/welcome-green-button/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.115 Safari/537.36"
2023-08-27_17:35:06-310,754b1ce5-9043-,5,5,5,Group2,3-4 years,Region3,3,2,2,4,,2022-06-14 17:40:39 UTC,/contact/,https://resources.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.115 Safari/537.36"
2023-08-27_17:35:06-311,aec56db5-5d9b-,4,5,5,Group3,4-5 years,Region4,4,5,4,4,,2022-06-15 12:05:05 UTC,/contact/,nan,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36"
2023-08-27_17:35:06-312,878f66b0-1993-,4,4,4,Group2,3-4 years,Region4,4,4,4,4,,2022-06-16 00:46:35 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36"
2023-08-27_17:35:06-313,80494b5e-a9ca-,5,5,4,Group5,3-4 years,Region5,4,4,5,4,,2022-06-16 20:05:14 UTC,/contact/,https://beepbeep.gov/ocean/contact/,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1"
2023-08-27_17:35:06-314,fb40829f-4f67-,4,4,4,Group3,2-3 years,Region3,4,2,3,3,,2022-06-18 10:45:47 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Linux; Android 10; Redmi Note 9 Pro Max) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
2023-08-27_17:35:06-315,5548b939-b870-,5,5,4,Group5,2-3 years,Region4,1,2,2,2,,2022-06-18 15:07:13 UTC,/contact/,https://beepbeep.doi.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:101.0) Gecko/20100101 Firefox/101.0
2023-08-27_17:35:06-316,cdecf160-bab3-,4,3,3,Group2,2-3 years,Region4,2,1,2,2,,2022-06-20 22:44:53 UTC,/contact/,https://api.beepbeep.gov/,"Mozilla/5.0 (Linux; Android 11; SM-S102DL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36"
2023-08-27_17:35:06-317,efc89d94-5957-,4,4,4,Group3,2-3 years,Region4,2,2,4,4,,2022-06-22 00:49:59 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Linux; Android 12; SM-A326U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Mobile Safari/537.36"
2023-08-27_17:35:06-318,20f5eb3a-b293-,4,5,5,Group4,4-5 years,Region5,5,5,4,4,,2022-06-22 11:44:12 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36"
2023-08-27_17:35:06-319,59a67193-6971-,4,4,4,Group3,2-3 years,Region3,3,3,3,3,,2022-06-22 13:57:37 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36"
2023-08-27_17:35:06-320,23b1f119-ff67-,4,5,4,Group4,3-4 years,Region3,2,5,2,2,,2022-06-22 14:09:04 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36"
2023-08-27_17:35:06-321,f9efe749-cab3-,4,5,5,Group4,4-5 years,Region5,2,2,2,2,,2022-06-22 14:55:27 UTC,/contact/,nan,"Mozilla/5.0 (Linux; Android 10; moto g power (2021)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Mobile Safari/537.36"
2023-08-27_17:35:06-322,573492bf-f24f-,4,4,2,Group2,2-3 years,Region2,2,2,2,2,,2022-06-22 17:38:35 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36"
2023-08-27_17:35:06-323,4635cbb8-db00-,5,5,5,Group5,4-5 years,Region5,1,1,1,2,,2022-06-22 20:35:06 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-324,c3599477-2210-,3,4,3,Group3,2-3 years,Region4,3,2,3,2,,2022-06-22 23:49:12 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.124 Safari/537.36 Edg/102.0.1245.44"
2023-08-27_17:35:06-325,f53ca57c-6d07-,5,4,4,Group3,3-4 years,Region3,3,3,3,3,,2022-06-23 09:32:14 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.124 Safari/537.36 Edg/102.0.1245.44"
2023-08-27_17:35:06-326,e24d2fcc-fa03-,3,4,3,Group2,2-3 years,Region4,2,2,2,2,,2022-06-23 14:26:37 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.143 Safari/537.36 Edg/100.0.1185.57"
2023-08-27_17:35:06-327,ec078843-76aa-,4,3,4,Group3,2-3 years,Region3,3,4,2,4,,2022-06-24 01:03:15 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15"
2023-08-27_17:35:06-328,cc66750c-dd3b-,4,5,4,Group5,3-4 years,Region5,3,4,4,4,,2022-06-24 19:58:41 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.124 Safari/537.36 Edg/102.0.1245.44"
2023-08-27_17:35:06-329,9681e4eb-90a6-,4,4,4,Group3,1-2 years,Region2,2,4,2,5,,2022-06-25 10:46:57 UTC,/contact/,https://catalog-prod-datagov.app.cloud.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:101.0) Gecko/20100101 Firefox/101.0
2023-08-27_17:35:06-330,7af8d745-2c4d-,4,3,4,Group3,2-3 years,Region4,3,2,3,4,,2022-06-25 10:55:18 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:101.0) Gecko/20100101 Firefox/101.0
2023-08-27_17:35:06-331,cd3268bd-050d-,4,4,4,Group4,1-2 years,Region4,4,4,2,1,,2022-06-25 14:49:01 UTC,/contact/,https://beepbeep.doi.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.124 Safari/537.36 Edg/102.0.1245.44"
2023-08-27_17:35:06-332,6585068e-65e1-,5,4,4,Group4,3-4 years,Region4,2,2,2,4,,2022-06-25 22:13:01 UTC,/contact/,https://beepbeep.gov/labs/,"Mozilla/5.0 (Linux; Android 11; CPH2127) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Mobile Safari/537.36"
2023-08-27_17:35:06-333,9665432b-c50a-,3,3,4,Group3,3-4 years,Region4,3,2,2,3,,2022-06-27 16:01:15 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-334,673da239-d641-,4,5,4,Group5,3-4 years,Region4,4,4,4,3,,2022-06-27 16:01:58 UTC,/contact/,nan,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-335,51da0567-6037-,5,4,4,Group2,2-3 years,Region3,4,2,2,3,,2022-06-27 16:02:13 UTC,/contact/,nan,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-336,bda03350-530a-,5,5,5,Group4,3-4 years,Region4,1,4,3,3,,2022-06-27 19:45:25 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36 Edg/102.0.1245.39"
2023-08-27_17:35:06-337,a85223f9-0c2c-,5,3,4,Group4,2-3 years,Region4,2,4,4,3,,2022-06-27 23:12:10 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36"
2023-08-27_17:35:06-338,c7012e18-93c6-,4,3,3,Group4,1-2 years,Region3,2,2,2,4,,2022-06-28 09:56:28 UTC,/contact/,https://beepbeep.gov/climate/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-339,01d766aa-f360-,4,4,2,Group2,1-2 years,Region2,2,2,2,2,,2022-06-28 15:16:12 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-340,234f336c-c912-,3,2,2,Group3,1-2 years,Region3,2,2,2,2,,2022-06-28 21:18:27 UTC,/contact/,https://resources.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36"
